u_id,user,gpu_num,cpu_num,node_num,interval,run_time,wall_time,new_status
12221,25,0,64,2,26,134,86400,Pass
12220,37,1,0,1,0,1955,1800,Killed
12222,25,0,128,4,4,85345,85290,Killed
12223,25,0,192,6,5,26662,26500,Killed
12224,25,0,256,8,3,57492,57392,Killed
12225,21,0,64,4,0,84658,86400,Pass
12226,25,0,256,8,4,49294,49174,Killed
12227,25,0,64,2,4,17051,86400,Pass
12228,25,0,64,2,4,133,86400,Pass
12229,25,0,64,2,4,75613,75597,Killed
12230,25,0,64,2,3,31854,33039,Pass
12231,25,0,64,2,4,36843,37864,Pass
12232,25,0,64,2,4,24530,24908,Pass
12233,25,0,64,2,230,2530,86400,Pass
12234,63,0,192,6,146,134,86400,Pass
12235,101,4,0,4,47,630,5400,Pass
12236,25,0,64,2,13,133,86400,Pass
12237,25,0,256,8,4,42878,42859,Killed
12238,25,0,384,12,4,50878,50811,Killed
12239,25,0,576,18,5,46117,46050,Killed
12240,25,0,704,22,4,59332,59217,Killed
12241,25,0,64,2,4,136,86400,Pass
12242,25,0,128,4,4,23212,23206,Killed
12243,25,0,192,6,5,44506,44497,Killed
12244,25,0,64,2,4,33318,34645,Pass
12245,25,0,64,2,3,65516,66972,Pass
12246,25,0,64,2,4,70881,71985,Pass
12247,25,0,64,2,4,60926,62136,Pass
12248,63,0,64,2,85,143,86400,Pass
12249,63,0,256,8,5,4440,86400,Pass
12250,63,0,384,12,4,2262,86400,Pass
12251,63,0,512,16,4,2221,86400,Pass
12252,63,0,704,22,4,2121,86400,Pass
12253,63,0,64,2,3,139,86400,Pass
12254,63,0,64,2,5,133,86400,Pass
12255,63,0,128,4,3,21703,86400,Killed
12256,63,0,64,2,4,142,86400,Pass
12257,63,0,64,2,4,137,86400,Pass
12258,63,0,64,2,4,140,86400,Pass
12259,63,0,64,2,5,132,86400,Pass
12260,37,4,0,4,84,86598,86400,Killed
12261,37,4,0,4,10,86419,86400,Killed
12262,37,4,0,4,10,86507,86400,Killed
12263,37,4,0,4,10,86592,86400,Killed
12264,63,0,3008,94,2,2200,86400,Pass
12265,37,4,0,4,8,86514,86400,Killed
12266,37,4,0,4,10,68705,86400,Pass
12267,37,4,0,4,0,68705,86400,Pass
12268,37,4,0,4,10,13,86400,Killed
12269,25,0,64,2,4,2022,86400,Pass
12270,25,0,64,2,4,2254,86400,Pass
12271,25,0,64,2,5,2474,86400,Pass
12272,63,0,1024,32,130,1610,86400,Pass
12273,63,0,1472,46,12,1977,86400,Pass
12274,25,0,128,4,4,23256,23254,Killed
12275,25,0,576,18,3,51114,51046,Killed
12276,25,0,1024,32,4,75154,75437,Pass
12277,25,0,64,2,5,28066,29712,Pass
12278,25,0,256,8,3,85185,85037,Killed
12279,25,0,448,14,4,77719,78896,Pass
12280,25,0,64,2,4,135,86400,Pass
12281,25,0,128,4,5,23219,23206,Killed
12282,25,0,64,2,4,21513,23226,Pass
12283,25,0,64,2,3,30274,31391,Pass
12284,25,0,64,2,4,45956,45923,Killed
12285,25,0,64,2,4,23426,24873,Pass
12286,25,0,64,2,116,132,86400,Pass
12287,63,0,2944,92,17,1874,86400,Pass
12288,63,0,2752,86,51,1581,86400,Pass
12289,63,0,2624,82,54,1762,86400,Pass
12290,25,0,64,2,9,2002,86400,Pass
12291,25,0,64,2,4,2283,86400,Pass
12292,25,0,64,2,3,2284,86400,Pass
12293,63,0,2240,70,4,1746,86400,Pass
12294,25,0,64,2,0,4807,86400,Pass
12295,101,4,0,4,1,630,5400,Pass
12296,63,0,320,10,157,2131,86400,Pass
12297,63,0,3008,94,38,1591,86400,Pass
12298,63,0,2880,90,21,1920,86400,Pass
12299,63,0,64,2,5,139,86400,Pass
12300,63,0,1472,46,254,2119,86400,Pass
12301,63,0,128,4,58,52503,52499,Killed
12302,63,0,448,14,3,1713,86400,Pass
12303,63,0,832,26,4,1993,86400,Pass
12304,63,0,64,2,5,6889,86400,Pass
12305,63,0,192,6,4,39771,41034,Pass
12306,63,0,320,10,4,1462,86400,Pass
12307,63,0,64,2,4,133,86400,Pass
12308,63,0,128,4,4,1703,86400,Pass
12309,63,0,64,2,3,8757,86400,Pass
12310,63,0,64,2,5,141,86400,Pass
12311,63,0,64,2,4,134,86400,Pass
12312,63,0,1792,56,11,1630,86400,Pass
12313,25,0,64,2,18,1883,86400,Pass
12314,25,0,64,2,4,4812,86400,Pass
12315,25,0,64,2,4,53377,54155,Pass
12316,25,0,64,2,3,2031,86400,Pass
12317,25,0,64,2,4,1889,86400,Pass
12318,25,0,64,2,5,1840,86400,Pass
12319,25,0,64,2,4,1552,86400,Pass
12320,79,0,16,1,110,12,300,Pass
12321,63,0,128,4,36,21701,86400,Killed
12322,63,0,640,20,5,1715,86400,Pass
12323,63,0,1408,44,4,1563,86400,Pass
12324,63,0,64,2,0,3036,86400,Pass
12325,63,0,384,12,4,1989,86400,Pass
12326,63,0,64,2,4,131,86400,Pass
12327,63,0,256,8,5,45368,46062,Pass
12328,63,0,64,2,4,140,86400,Pass
12329,63,0,64,2,3,132,86400,Pass
12330,63,0,64,2,4,57442,58887,Pass
12331,101,4,0,4,1,632,5400,Pass
12332,63,0,64,2,2,2164,86400,Pass
12333,25,0,64,2,88,15361,86400,Pass
12334,25,0,64,2,11,1958,86400,Pass
12335,25,0,64,2,4,1747,86400,Pass
12336,25,0,64,2,3,2519,86400,Pass
12337,25,0,64,2,0,20568,86400,Pass
12338,25,0,64,2,4,4632,86400,Pass
